Type	Ref	Author	Year	Title	Image	ext	species	Notes
science	Bott1973.2	Bott	1973	Tubuca urvillei	Bott_Tubuca_urvillei	png	urvillei	This drawing is from Bott (1973). It shows the gonopod of {{urvillei}}.
science	Bott1973.2	Bott	1973	Tubuca forceps	Bott_Tubuca_forceps	png	n/a	This drawing is from Bott (1973). It shows the gonopod of <em class="species">Tubuca forceps,</em> a species name which has been discarded as ambiguous. It is not clear what species Bott was referring to.
science	Bott1973.2	Bott	1973	Austruca annulipes	Bott_Austruca_annulipes	png	annulipes	This drawing is from Bott (1973). It shows the gonopod of {{annulipes}}.
science	Bott1973.2	Bott	1973	Austruca lactea	Bott_Austruca_lactea	png	lactea	This drawing is from Bott (1973). It shows the gonopod of {{lactea}}.
science	Bott1973.2	Bott	1973	Austruca inversa	Bott_Austruca_inversa	png	inversa	This drawing is from Bott (1973). It shows the gonopod of {{inversa}}.
science	Bott1973.2	Bott	1973	Paraleptuca chlorophtalma	Bott_Paraleptuca_chlorophthalmus	png	chlorophthalmus	This drawing is from Bott (1973). It shows the gonopod of {{chlorophthalmus}}.
science	Bott1973.2	Bott	1973	Paraleptuca gaimardi	Bott_Paraleptuca_gaimardi	png	crassipes	This drawing is from Bott (1973). It shows the gonopod of {{crassipes}}.
science	Bott1973.2	Bott	1973	Gelasimus platydactylus	Bott_Gelasimus_platydactylus	png	major	This drawing is from Bott (1973). It shows the gonopod of <em class="species">Gelasimus platydactylus,</em> which is actually {{major}}.
science	Bott1973.2	Bott	1973	Gelasimus maracoani	Bott_Gelasimus_maracoani	png	maracoani	This drawing is from Bott (1973). It shows the gonopod of {{maracoani}}.
science	Bott1973.2	Bott	1973	Gelasimus insignis	Bott_Gelasimus_insignis	png	insignis	This drawing is from Bott (1973). It shows the gonopod of {{insignis}}.
science	Bott1973.2	Bott	1973	Gelasimus princeps	Bott_Gelasimus_princeps	png	princeps	This drawing is from Bott (1973). It shows the gonopod of {{princeps}}.
science	Bott1973.2	Bott	1973	Heteruca hereopleura	Bott_Heteruca_heteropleura	png	heteropleura	This drawing is from Bott (1973). It shows the gonopod of {{heteropleura}}.
science	Bott1973.2	Bott	1973	Minuca mordax	Bott_Minuca_mordax	png	mordax	This drawing is from Bott (1973). It shows the gonopod of {{mordax}}.
science	Bott1973.2	Bott	1973	Minuca rapax	Bott_Minuca_rapax	png	rapax	This drawing is from Bott (1973). It shows the gonopod of {{rapax}}.
science	Bott1973.2	Bott	1973	Minuca murifecenta	Bott_Minuca_murifecenta	png	vocator	This drawing is from Bott (1973). It shows the gonopod of <em class="species">Minuca murifecenta,</em> which is actually {{vocator}}.
science	Bott1973.2	Bott	1973	Planuca thayeri	Bott_Planuca_thayeri	png	thayeri	This drawing is from Bott (1973). It shows the gonopod of {{thayeri}}.
science	Bott1973.2	Bott	1973	Planuca macrodactyla	Bott_Planuca_macrodactyla	png	galapagensis	This drawing is from Bott (1973). It shows the gonopod of <em class="species">Planuca macrodactyla,</em> which is actually {{galapagensis}}. 
science	Bott1973.2	Bott	1973	Planuca pugilator	Bott_Planuca_pugilator	png	pugilator	This drawing is from Bott (1973). It shows the gonopod of {{pugilator}}.
science	Bott1973.2	Bott	1973	Leptuca stenodactyla	Bott_Leptuca_stenodactyla	png	stenodactylus	This drawing is from Bott (1973). It shows the gonopod of {{stenodactylus}}.
science	Bott1973.2	Bott	1973	Leptuca leptochela	Bott_Leptuca_leptochela	png	festae	This drawing is from Bott (1973). It shows the gonopod of <em class="species">Leptuca leptochela,</em> which is actually {{festae}}.
science	Serene1973.3	Serène	1973	Uca (Uca) dussumieri	Serene_Uca_Uca_dussumieri1	png	coarctata	This drawing is from Serène (1973). He labled it the gonopod of <em class="species">Uca (Uca) dussumieri,</em> but I believe this is more likely {{coarctata}}. 
science	Serene1973.3	Serène	1973	Uca (Minuca) lactea	Serene_Uca_Minuca_lactea1	png	perplexa	This drawing is from Serène (1973). He labled it the gonopod of <em class="species">Uca (Minuca) lactea,</em> but it is actually {{perplexa}}. 
science	Serene1973.3	Serène	1973	Uca (Minuca) lactea	Serene_Uca_Minuca_lactea2	png	perplexa	This drawing is from Serène (1973). They are labeled as &ldquo;typical&rdquo; (original or non-regenerated) forms of the major claw of <em class="species">Uca lactea,</em> but they are actually {{perplexa}}.
science	Serene1973.3	Serène	1973	Uca (Minuca) lactea	Serene_Uca_Minuca_lactea3	png	perplexa	This drawing is from Serène (1973). They are labeled as &ldquo;anodonta&rdquo; (regenerated) forms of the major claw of <em class="species">Uca lactea,</em> but they are actually {{perplexa}}.
science	Serene1973.3	Serène	1973	Uca (Minuca) annulipes	Serene_Uca_Minuca_annulipes1	png	annulipes	This drawing is from Serène (1973). It is the gonopod of {{annulipes}}.
science	Serene1973.3	Serène	1973	Uca (Minuca) annulipes	Serene_Uca_Minuca_annulipes2	png	annulipes	This drawing is from Serène (1973). It is the gonopod of {{annulipes}}.
science	Serene1973.3	Serène	1973	Uca (Minuca) annulipes	Serene_Uca_Minuca_annulipes3	png	annulipes	This drawing is from Serène (1973). They are labeled as &ldquo;typical&rdquo; (original or non-regenerated) forms of the major claw of {{annulipes}}.
science	Serene1973.3	Serène	1973	Uca (Minuca) annulipes	Serene_Uca_Minuca_annulipes4	png	annulipes	This drawing is from Serène (1973). They are labeled as &ldquo;anodonta&rdquo; (regenerated) forms of the major claw of {{annulipes}}.
science	Serene1973.3	Serène	1973	Uca (Minuca) annulipes	Serene_Uca_Minuca_annulipes5	png	annulipes	This drawing is from Serène (1973). They are labeled as &ldquo;intermediate&rdquo; (perhaps regenerated, but most of the way back to original) forms of the major claw of {{annulipes}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea1	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of a female {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea2	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of a male {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea3	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of a major cheliped of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea4	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of a minor cheliped of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea5	png	panacea	This drawing is from Novak &amp; Salmon (1974). It shows the gonopod of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea6	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of the first zoeal stage of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea7	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of the second zoeal stage of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea8	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of the third zoeal stage of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea9	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of the fourth zoeal stage of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea10	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of the fifth zoeal stage of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea11	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of a megalopa {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea12	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of the first crab stage of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca panacea	Novak_Uca_panacea13	png	panacea	This drawing from Novak &amp; Salmon (1974). It is an illustration of the second crab stage of {{panacea}}.
science	Novak1974	Novak &amp; Salmon	1974	Uca pugilator	Novak_Uca_pugilator1	png	pugilator	This drawing is from Novak &amp; Salmon (1974). It shows the gonopod of {{pugilator}}.
science	Crane1975	Crane	1975	Uca vocator ecuadoriensis	Crane_Uca_vocator_ecuadoriensis1	png	ecuadoriensis	This drawing is from Crane (1975). It shows a male {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca vocator ecuadoriensis	Crane_Uca_vocator_ecuadoriensis2	png	ecuadoriensis	This drawing is from Crane (1975). It shows the outside view of a major claw of {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca vocator ecuadoriensis	Crane_Uca_vocator_ecuadoriensis3	png	ecuadoriensis	This drawing is from Crane (1975). It shows the inside view of a major claw of {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca vocator ecuadoriensis	Crane_Uca_vocator_ecuadoriensis4	png	ecuadoriensis	This drawing is from Crane (1975). It shows a closeup of the front of {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca vocator ecuadoriensis	Crane_Uca_vocator_ecuadoriensis5	png	ecuadoriensis	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei1	png	urvillei	This drawing is from Crane (1975). It shows a male {{urvillei}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei2	png	urvillei	This drawing is from Crane (1975). It shows the inside view of a major claw of {{urvillei}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei3	png	urvillei	This drawing is from Crane (1975). It shows the outside view of a major claw of {{urvillei}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei4	png	urvillei	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{urvillei}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei6	png	urvillei	This drawing is from Crane (1975). It shows a closeup of the front of {{urvillei}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei7	png	urvillei	This drawing is from Crane (1975). It shows the gonopod of {{urvillei}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei5	png	alcocki	This drawing is from Crane (1975). It shows a closeup of the front of <em class="species">Uca alcocki</em> (originally labeled <em class="species">Uca urvillei</em>.)
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei8	png	alcocki	This drawing is from Crane (1975). It shows the gonopod of <em class="species">Uca alcocki,</em> with the thumb broken off (originally labeled <em class="species">Uca urvillei</em>}}.)
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri1	png	dussumieri	This drawing is from Crane (1975). It shows a closeup of the front of {{dussumieri}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri2	png	dussumieri	This drawing is from Crane (1975). It shows a closeup of the front of {{dussumieri}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri3	png	dussumieri	This drawing is from Crane (1975). It shows a male {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri4	png	dussumieri	This drawing is from Crane (1975). It shows the inside view of a major claw of {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri5	png	dussumieri	This drawing is from Crane (1975). It shows the outside view of a major claw of {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri6	png	dussumieri	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{urvillei}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri7	png	dussumieri	This drawing is from Crane (1975). It shows the gonopod of {{dussumieri}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri8	png	dussumieri	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{dussumieri}}.
science	Crane1975	Crane	1975	Uca arcuata	Crane_Uca_arcuata1	png	arcuata	This drawing is from Crane (1975). It shows a closeup of the front of {{arcuata}}.
science	Crane1975	Crane	1975	Uca arcuata	Crane_Uca_arcuata2	png	arcuata	This drawing is from Crane (1975). It shows the gonopod of {{arcuata}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula1	png	flammula	This drawing is from Crane (1975). It shows a male {{flammula}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula2	png	flammula	This drawing is from Crane (1975). It shows the inside view of a major claw of {{flammula}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula3	png	flammula	This drawing is from Crane (1975). It shows the outside view of a major claw of {{flammula}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula4	png	flammula	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{flammula}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula5	png	flammula	This drawing is from Crane (1975). It shows a closeup of the front of {{flammula}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula6	png	flammula	This drawing from Crane (1975). It is the minor cheliped of {{flammula}}.
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella1	png	seismella	This drawing is from Crane (1975). It shows a male {{seismella}}.
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella2	png	seismella	This drawing is from Crane (1975). It shows the inside view of a major claw of {{seismella}}.
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella3	png	seismella	This drawing is from Crane (1975). It shows the outside view of a major claw of {{seismella}}.
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella4	png	seismella	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{seismella}}.
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella5	png	seismella	This drawing is from Crane (1975). It shows a closeup of the front of {{seismella}}.
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella6	png	seismella	This drawing from Crane (1975). It is the minor cheliped of {{seismella}}.
science	Crane1975	Crane	1975	Uca bellator minima	Crane_Uca_bellator_minima1	png	signata	This drawing is from Crane (1975). It shows a male {{signata}} (she called it <em class="species">Uca bellator minima.</em>
science	Crane1975	Crane	1975	Uca bellator minima	Crane_Uca_bellator_minima2	png	signata	This drawing is from Crane (1975). It shows the inside view of a major claw of {{signata}} (she called it <em class="species">Uca bellator minima.</em>
science	Crane1975	Crane	1975	Uca bellator minima	Crane_Uca_bellator_minima3	png	signata	This drawing is from Crane (1975). It shows the outside view of a major claw of {{signata}} (she called it <em class="species">Uca bellator minima.</em>
science	Crane1975	Crane	1975	Uca bellator minima	Crane_Uca_bellator_minima4	png	signata	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{signata}} (she called it <em class="species">Uca bellator minima.</em>
science	Crane1975	Crane	1975	Uca bellator minima	Crane_Uca_bellator_minima5	png	signata	This drawing is from Crane (1975). It shows a closeup of the front of {{signata}} (she called it <em class="species">Uca bellator minima.</em>
science	Crane1975	Crane	1975	Uca lactea mjobergi	Crane_Uca_lactea_mjobergi1	png	mjoebergi	This drawing is from Crane (1975). It shows a male {{mjoebergi}}.
science	Crane1975	Crane	1975	Uca lactea mjobergi	Crane_Uca_lactea_mjobergi2	png	mjoebergi	This drawing is from Crane (1975). It shows the inside view of a major claw of {{mjoebergi}}.
science	Crane1975	Crane	1975	Uca lactea mjobergi	Crane_Uca_lactea_mjobergi3	png	mjoebergi	This drawing is from Crane (1975). It shows the outside view of a major claw of {{mjoebergi}}.
science	Crane1975	Crane	1975	Uca lactea mjobergi	Crane_Uca_lactea_mjobergi4	png	mjoebergi	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{mjoebergi}}.
science	Crane1975	Crane	1975	Uca lactea annulipes	Crane_Uca_lactea_annulipes1	png	annulipes	This drawing is from Crane (1975), illustraing some of the major claw shape variation in {{annulipes}}.
science	Crane1975	Crane	1975	Uca lactea annulipes	Crane_Uca_lactea_annulipes2	png	annulipes	This drawing is from Crane (1975), illustraing the outside of the major claw in {{annulipes}}.
science	Crane1975	Crane	1975	Uca lactea annulipes	Crane_Uca_lactea_annulipes3	png	annulipes	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{annulipes}}.
science	Crane1975	Crane	1975	Uca lactea annulipes	Crane_Uca_lactea_annulipes4	png	annulipes	This drawing from Crane (1975). It is the minor cheliped of {{annulipes}}.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa1	png	perplexa	This drawing is from Crane (1975), illustraing some of the major claw shape variation in {{perplexa}}.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa2	png	perplexa	This drawing is from Crane (1975), illustraing the outside of the major claw in {{perplexa}}.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa3	png	perplexa	This drawing is from Crane (1975). It shows a closeup of the front of {{perplexa}}.
science	Crane1975	Crane	1975	Uca beebei	Crane_Uca_beebei2	png	beebei	This drawing is from Crane (1975). It shows the inside view of two major claws of {{beebei}} to illustrate variation.
science	Crane1975	Crane	1975	Uca heteropleura	Crane_Uca_heteropleura2	png	heteropleura	This drawing is from Crane (1975). It shows the inside view of two major claws of {{heteropleura}} to illustrate variation.
science	Crane1975	Crane	1975	Uca heteropleura	Crane_Uca_heteropleura3	png	heteropleura	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{heteropleura}}.
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita1	png	polita	This drawing is from Crane (1975). It shows a male {{polita}}.
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita2	png	polita	This drawing is from Crane (1975). It shows the outside view of a major claw of {{polita}}.
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita3	png	polita	This drawing is from Crane (1975). It shows the inside view of a major claw of {{polita}}.
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita4	png	polita	This drawing is from Crane (1975). It shows a closeup of the front of {{polita}}.
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita5	png	polita	This drawing is from Crane (1975). It shows the outside view of a minor claw of {{polita}}.
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata1	png	coarctata	This drawing is from Crane (1975). It shows the gonopod of {{coarctata}}.
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata2	png	coarctata	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{coarctata}}.
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata3	png	coarctata	This drawing is from Crane (1975). It shows a closeup of the front of {{coarctata}}.
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata1	png	paradussumieri	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{paradussumieri}}.
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata2	png	paradussumieri	This drawing from Crane (1975). It is the minor cheliped of {{paradussumieri}}.
science	Crane1975	Crane	1975	Uca tetragonon	Crane_Uca_tetragonon1	png	tetragonon	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{tetragonon}}.
science	Crane1975	Crane	1975	Uca tangeri	Crane_Uca_tangeri1	png	tangeri	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{tangeri}}.
science	Crane1975	Crane	1975	Uca tangeri	Crane_Uca_tangeri2	png	tangeri	This drawing from Crane (1975). It is the minor cheliped of {{tangeri}}.
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani1	png	maracoani	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{maracoani}}.
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes1	png	crassipes	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{crassipes}}.
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes2	png	crassipes	This drawing is from Crane (1975). It shows a closeup of the front of {{crassipes}}.
science	Crane1975	Crane	1975	Uca chlorophthalmus chlorophthalmus	Crane_Uca_chlorophthalmus_chlorophthalmus1	png	chlorophthalmus	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{chlorophthalmus}}.
science	Crane1975	Crane	1975	Uca brevifrons	Crane_Uca_brevifrons2	png	brevifrons	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{brevifrons}}.
science	Crane1975	Crane	1975	Uca pugilator	Crane_Uca_pugilator1	png	pugilator	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{pugilator}}.
science	Crane1975	Crane	1975	Uca leptodactyla	Crane_Uca_leptodactyla1	png	leptodactyla	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{leptodactyla}}.
science	Crane1975	Crane	1975	Uca cumulanta	Crane_Uca_cumulanta2	png	cumulanta	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{cumulanta}}.
science	Crane1975	Crane	1975	Uca stenodactylus	Crane_Uca_stenodactylus1	png	stenodactylus	This drawing from Crane (1975). It is the spoon-tipped setae of the second maxiliped of {{stenodactylus}}.
science	Crane1975	Crane	1975	Uca stenodactylus	Crane_Uca_stenodactylus2	png	stenodactylus	This drawing from Crane (1975). It is the minor cheliped of {{stenodactylus}}.
science	Crane1975	Crane	1975	Uca forcipata	Crane_Uca_forcipata1	png	forcipata	This drawing is from Crane (1975). It shows a closeup of the front of {{coarctata}}.
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata1	png	ornata	This drawing is from Crane (1975). It shows a closeup of the front of {{ornata}}.
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata2	png	ornata	This drawing from Crane (1975). It is the minor cheliped of <em class="species">Uca ornata</em>.
science	Crane1975	Crane	1975	Uca burgersi	Crane_Uca_burgersi1	png	burgersi	This drawing is from Crane (1975). It shows a closeup of the front of {{burgersi}}.
science	Crane1975	Crane	1975	Uca inaequalis	Crane_Uca_inaequalis2	png	inaequalis	This drawing is from Crane (1975). It shows a closeup of the front of {{inaequalis}}.
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores1	png	terpsichores	This drawing is from Crane (1975). It shows a closeup of the front of {{terpsichores}}.
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores2	png	terpsichores	This drawing from Crane (1975). It is the minor cheliped of {{terpsichores}}.
science	Crane1975	Crane	1975	Uca panamensis	Crane_Uca_panamensis2	png	panamensis	This drawing from Crane (1975). It is the minor cheliped of {{panamensis}}.
science	Crane1975	Crane	1975	Uca rosea	Crane_Uca_rosea1	png	rosea	This drawing from Crane (1975). It is the minor cheliped of {{rosea}}.
science	Crane1975	Crane	1975	Uca bellator bellator	Crane_Uca_bellator_bellator1	png	bellator	This drawing from Crane (1975). It is the minor cheliped of {{bellator}}.
science	Crane1975	Crane	1975	Uca brevifrons	Crane_Uca_brevifrons1	png	brevifrons	This drawing from Crane (1975). It is the minor cheliped of {{brevifrons}}.
science	Crane1975	Crane	1975	Uca pugnax pugnax	Crane_Uca_pugnax_pugnax1	png	pugnax	This drawing from Crane (1975). It is the minor cheliped of {{pugnax}}.
science	Crane1975	Crane	1975	Uca thayeri thayeri	Crane_Uca_thayeri_thayeri1	png	thayeri	This drawing from Crane (1975). It is the minor cheliped of {{thayeri}}.
science	Crane1975	Crane	1975	Uca latimanus	Crane_Uca_latimanus4	png	latimanus	This drawing from Crane (1975). It is the minor cheliped of {{latimanus}}.
science	Crane1975	Crane	1975	Uca saltitanta	Crane_Uca_saltitanta2	png	saltitanta	This drawing from Crane (1975). It is the minor cheliped of {{saltitanta}}.
science	Crane1975	Crane	1975	Uca acuta rhizophorae	Crane_Uca_acuta_rhizophorae1	png	rhizophorae	This drawing is from Crane (1975). It shows the denuded gonopod of {{rhizophorae}}.
science	Crane1975	Crane	1975	Uca acuta acuta	Crane_Uca_acuta_acuta1	png	acuta	This drawing is from Crane (1975). It shows the denuded gonopod of {{acuta}}.
science	Crane1975	Crane	1975	Uca demani typhoni	Crane_Uca_demani_typhoni1	png	typhoni	This drawing is from Crane (1975). It shows the denuded gonopod of {{typhoni}}.
science	Crane1975	Crane	1975	Uca demani australiae	Crane_Uca_demani_australiae1	png	?	This drawing is from Crane (1975). It shows the denuded gonopod of what she called <em class="species">Uca demani austrliae,</em> an aberrant specimen whose taxonomic status is unclear.
science	Crane1975	Crane	1975	Uca rosea	Crane_Uca_rosea2	png	rosea	This drawing is from Crane (1975). It shows the denuded gonopod of {{rosea}}.
science	Crane1975	Crane	1975	Uca demani demani	Crane_Uca_demani_demani1	png	demani	This drawing is from Crane (1975). It shows the denuded gonopod of {{demani}}.
science	Crane1975	Crane	1975	Uca arcuata	Crane_Uca_arcuata3	png	arcuata	This drawing is from Crane (1975). It shows the denuded gonopod of {{arcuata}}.
science	Crane1975	Crane	1975	Uca forcipata	Crane_Uca_forcipata2	png	forcipata	This drawing is from Crane (1975). It shows the denuded gonopod of {{forcipata}}.
science	Crane1975	Crane	1975	Uca dussumieri dussumieri	Crane_Uca_dussumieri_dussumieri9	png	dussumieri	This drawing is from Crane (1975). It shows the denuded gonopod of {{dussumieri}}.
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata3	png	paradussumieri	This drawing is from Crane (1975). It shows the denuded gonopod of {{paradussumieri}}.
science	Crane1975	Crane	1975	Uca dussumieri capricornis	Crane_Uca_dussumieri_capricornis1	png	capricornis	This drawing is from Crane (1975). It shows the denuded gonopod of {{capricornis}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula7	png	flammula	This drawing is from Crane (1975). It shows the denuded gonopod of {{flammula}}.
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata4	png	coarctata	This drawing is from Crane (1975). It shows the denuded gonopods of {{coarctata}} from different regions (left-to-right: Fiji, Philippines, N.E. Australia).
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei9	png	urvillei	This drawing is from Crane (1975). It shows the denuded gonopod of {{urvillei}}.
science	Crane1975	Crane	1975	Uca bellator minima	Crane_Uca_bellator_minima6	png	signata	This drawing is from Crane (1975). It shows the denuded gonopod of {{signata}}.
science	Crane1975	Crane	1975	Uca bellator bellator	Crane_Uca_bellator_bellator2	png	bellator	This drawing is from Crane (1975). It shows the denuded gonopod of {{bellator}}.
science	Crane1975	Crane	1975	Uca bellator signata	Crane_Uca_bellator_signata1	png	signata	This drawing is from Crane (1975). It shows the denuded gonopod of {{signata}}.
science	Crane1975	Crane	1975	Uca bellator longidigita	Crane_Uca_bellator_longidigita1	png	longidigitum	This drawing is from Crane (1975). It shows the denuded gonopod of {{longidigitum}}.
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita6	png	polita	This drawing is from Crane (1975). It shows the denuded gonopod of {{polita}}.
science	Crane1975	Crane	1975	Uca seismella	Crane_Uca_seismella7	png	seismella	This drawing is from Crane (1975). It shows the denuded gonopod of {{seismella}}.
science	Crane1975	Crane	1975	Uca tetragonon	Crane_Uca_tetragonon2	png	tetragonon	This drawing is from Crane (1975). It shows the denuded gonopods of {{tetragonon}} from different regions (Eritrea on the left; Tahiti on the right).
